utt_id,mcd_dtw,wer,cer,gt_wer,gen_len_frames,ref_len_frames
LJ009-0147,72.293,0.0000,0.0000,0.0000,624,639
LJ028-0337,81.696,0.1333,0.0641,0.0667,530,592
LJ038-0210,73.266,0.0000,0.0000,0.0476,591,628
LJ029-0157,39.573,0.3333,0.0866,0.2917,843,793
LJ039-0026,35.356,0.1290,0.0159,0.0968,843,798
LJ040-0189,82.973,0.3125,0.0562,0.1875,646,693
LJ019-0136,40.878,0.0400,0.0153,0.0000,880,828
LJ002-0074,42.905,0.1200,0.0082,0.0400,853,840
LJ050-0102,73.783,0.6000,0.1167,0.4000,435,517
LJ002-0320,43.229,0.0000,0.0000,0.0000,577,562
LJ002-0100,69.063,0.0000,0.0000,0.0000,462,471
LJ014-0115,32.684,0.0000,0.0000,0.0000,239,219
LJ019-0276,42.477,0.0909,0.0536,0.0000,412,404
LJ048-0255,42.890,0.0435,0.0156,0.0435,842,816
LJ006-0195,37.176,0.1071,0.0077,0.0714,860,799
LJ005-0257,33.958,0.0000,0.0000,0.0000,584,543
LJ044-0042,72.199,0.1429,0.0556,0.0000,166,187
LJ042-0127,72.621,0.4167,0.0161,0.4167,472,495
LJ003-0050,68.620,0.2500,0.0476,0.0000,140,211
LJ036-0145,54.647,0.1429,0.0541,0.1429,264,297
LJ006-0068,65.894,0.0455,0.0182,0.0000,787,845
LJ001-0123,55.914,0.2308,0.1600,0.0769,318,317
LJ007-0189,32.335,0.0000,0.0000,0.0000,659,578
LJ027-0142,76.824,0.0500,0.0099,0.0000,715,755
LJ049-0158,46.963,0.2500,0.0083,0.2500,809,783
