utt_id,mcd_dtw,wer,cer,gt_wer,gen_len_frames,ref_len_frames
LJ003-0150,82.027,0.0476,0.0238,0.0000,556,651
LJ028-0353,47.767,0.0909,0.0808,0.0909,760,755
LJ049-0174,53.471,0.2222,0.0312,0.1667,686,672
LJ050-0184,45.950,0.3750,0.0513,0.0000,292,283
LJ017-0065,39.062,0.1250,0.0833,0.0625,488,475
LJ009-0246,66.278,0.0000,0.0000,0.0000,348,409
LJ016-0037,66.637,0.0000,0.0000,0.0000,649,670
LJ010-0315,61.490,0.0000,0.0000,0.0000,445,492
LJ003-0136,70.545,0.0476,0.0110,0.0000,691,801
LJ041-0179,43.757,0.0000,0.0000,0.0400,790,774
LJ016-0121,64.463,0.0400,0.0198,0.0800,700,703
LJ025-0082,53.617,0.0588,0.0125,0.0000,547,532
LJ003-0126,67.823,0.0000,0.0000,0.0000,457,498
LJ028-0183,67.199,0.1250,0.0462,0.0625,507,521
LJ017-0149,72.002,0.2105,0.0897,0.2105,575,595
LJ042-0110,72.519,0.2143,0.1094,0.2143,509,568
LJ009-0027,37.661,0.0000,0.0000,0.0000,134,130
LJ032-0201,65.730,0.0000,0.0000,0.0000,470,483
LJ007-0091,32.092,0.0556,0.0274,0.0556,522,482
LJ049-0039,39.581,0.0667,0.0132,0.0000,513,500
LJ019-0138,36.125,0.0000,0.0000,0.0000,773,703
LJ002-0260,59.431,0.0000,0.0000,0.0000,405,427
LJ009-0077,34.662,0.0000,0.0000,0.0000,478,432
LJ013-0028,72.464,0.0000,0.0000,0.0000,681,747
LJ034-0166,31.354,0.0526,0.0556,0.0000,599,557
LJ005-0116,74.781,0.0000,0.0000,0.0000,336,340
LJ010-0097,47.953,0.0476,0.0099,0.0000,740,735
LJ030-0146,54.346,0.1579,0.0106,0.2105,689,678
LJ037-0014,34.956,0.0769,0.0312,0.0769,434,423
LJ005-0131,40.050,0.0000,0.0000,0.0000,840,772
LJ004-0017,86.977,0.1429,0.0351,0.0714,426,442
LJ010-0147,76.602,0.2500,0.0213,0.2000,699,798
LJ021-0142,69.603,0.0000,0.0000,0.0000,328,390
LJ041-0097,93.037,0.1667,0.1562,0.1667,244,276
LJ028-0489,77.423,0.1071,0.0317,0.0357,806,825
LJ045-0082,35.591,0.0000,0.0000,0.0000,658,612
LJ009-0069,86.038,0.0000,0.0000,0.0000,510,535
LJ018-0328,40.827,0.2500,0.0952,0.0000,474,462
LJ001-0095,51.926,0.0909,0.0208,0.0000,356,361
LJ005-0037,66.762,0.0000,0.0000,0.0000,289,292
