utt_id,mcd_dtw,wer,cer,gt_wer,gen_len_frames,ref_len_frames
LJ031-0080,45.183,0.0833,0.0000,0.0833,790,746
LJ002-0132,63.651,0.0435,0.0090,0.0000,753,795
LJ042-0026,80.985,0.0000,0.0000,0.0000,793,845
LJ032-0209,34.845,0.0741,0.0224,0.0370,978,851
LJ028-0171,73.780,0.0000,0.0000,0.0000,480,523
LJ012-0077,66.450,0.0714,0.0328,0.0714,414,429
LJ041-0066,30.955,0.2727,0.1500,0.1818,416,354
LJ014-0322,73.198,0.2000,0.0870,0.0667,440,483
LJ015-0265,65.617,0.2500,0.0625,0.0000,108,137
LJ019-0286,68.718,0.1333,0.0571,0.0000,450,485
LJ029-0105,55.341,0.1304,0.0413,0.0435,777,762
LJ017-0100,52.226,0.0000,0.0000,0.0909,324,322
LJ040-0128,75.528,0.3077,0.0656,0.3077,446,493
LJ004-0164,40.876,0.0000,0.0000,0.0000,715,685
LJ034-0151,28.438,0.2857,0.0000,0.2857,218,203
LJ016-0002,36.540,0.0000,0.0000,0.0000,504,469
LJ003-0231,68.711,0.2857,0.0758,0.5000,463,497
LJ036-0092,67.249,0.2500,0.1304,0.4167,357,413
LJ031-0194,27.019,0.8333,0.0000,0.8333,297,259
LJ006-0040,69.032,0.0000,0.0000,0.0435,748,765
LJ042-0186,38.737,0.0714,0.0133,0.0714,495,491
LJ037-0242,45.319,0.1333,0.0556,0.2000,669,627
LJ005-0004,38.552,0.0000,0.0000,0.0000,364,342
LJ028-0376,78.283,0.0000,0.0000,0.0000,703,753
LJ033-0113,40.662,0.1818,0.0000,0.1818,319,320
LJ042-0057,65.974,0.0000,0.0000,0.0000,744,736
LJ004-0188,29.482,0.0000,0.0000,0.0833,422,349
LJ014-0333,38.123,0.0370,0.0079,0.0000,828,759
LJ029-0198,42.439,0.1111,0.0286,0.0556,699,652
LJ030-0253,41.263,0.0000,0.0000,0.0000,487,441
LJ002-0054,61.153,0.0000,0.0000,0.0000,665,664
LJ007-0149,32.895,0.0000,0.0000,0.0000,163,143
LJ045-0138,31.917,0.0000,0.0000,0.0000,641,570
LJ011-0092,41.738,0.0000,0.0000,0.0000,880,843
LJ006-0078,68.676,0.1538,0.0000,0.1538,485,512
LJ009-0147,48.542,0.0000,0.0000,0.0000,640,639
LJ028-0337,80.918,0.0667,0.0641,0.0667,536,592
LJ038-0210,71.833,0.0000,0.0000,0.0476,598,628
LJ029-0157,41.013,0.2917,0.0551,0.2917,823,793
LJ039-0026,36.895,0.0968,0.0317,0.0968,845,798
LJ040-0189,75.020,0.2500,0.0562,0.1875,654,693
LJ019-0136,36.051,0.0400,0.0076,0.0000,883,828
LJ002-0074,41.586,0.0400,0.0246,0.0400,846,840
LJ050-0102,66.137,0.5000,0.1000,0.4000,438,517
LJ002-0320,39.739,0.0556,0.0227,0.0000,585,562
LJ002-0100,68.002,0.0667,0.0312,0.0000,462,471
LJ014-0115,30.715,0.0000,0.0000,0.0000,241,219
LJ019-0276,42.207,0.0000,0.0000,0.0000,415,404
LJ048-0255,40.282,0.0435,0.0156,0.0435,853,816
LJ006-0195,35.063,0.0714,0.0000,0.0714,870,799
LJ005-0257,32.906,0.0000,0.0000,0.0000,577,543
LJ044-0042,61.060,0.1429,0.0556,0.0000,178,187
LJ042-0127,57.908,0.5000,0.0484,0.4167,488,495
LJ003-0050,65.518,0.7500,0.1429,0.0000,142,211
LJ036-0145,55.134,0.2857,0.0811,0.1429,269,297
LJ006-0068,60.193,0.0000,0.0000,0.0000,792,845
LJ001-0123,52.044,0.1538,0.1000,0.0769,320,317
LJ007-0189,31.001,0.0000,0.0000,0.0000,666,578
LJ027-0142,74.009,0.1000,0.0396,0.0000,720,755
LJ049-0158,43.563,0.2500,0.0083,0.2500,818,783
