utt_id,mcd_dtw,wer,cer,gt_wer,gen_len_frames,ref_len_frames
LJ001-0095,69.580,0.1818,0.0625,0.0000,338,361
LJ005-0037,67.160,0.0000,0.0000,0.0000,288,292
LJ031-0080,44.515,0.0833,0.0000,0.0833,784,746
LJ002-0132,78.874,0.0000,0.0000,0.0000,756,795
LJ042-0026,82.846,0.0000,0.0000,0.0000,789,845
LJ032-0209,34.891,0.1111,0.0299,0.0370,959,851
LJ028-0171,81.954,0.0556,0.0164,0.0000,476,523
LJ012-0077,65.308,0.0000,0.0000,0.0714,418,429
LJ041-0066,32.491,0.1818,0.1000,0.1818,400,354
LJ014-0322,71.904,0.0667,0.0145,0.0667,443,483
LJ015-0265,62.200,0.0000,0.0000,0.0000,109,137
LJ019-0286,77.142,0.0667,0.0143,0.0000,448,485
LJ029-0105,71.759,0.1739,0.0579,0.0435,736,762
LJ017-0100,48.128,0.0000,0.0000,0.0909,328,322
LJ040-0128,72.324,0.3077,0.0656,0.3077,431,493
LJ004-0164,46.754,0.0000,0.0000,0.0000,721,685
LJ034-0151,28.358,0.2857,0.0000,0.2857,220,203
LJ016-0002,36.447,0.0000,0.0000,0.0000,503,469
LJ003-0231,71.694,0.2143,0.0455,0.5000,469,497
LJ036-0092,66.120,0.2500,0.2174,0.4167,363,413
LJ031-0194,26.355,0.8333,0.0000,0.8333,299,259
LJ006-0040,71.973,0.0000,0.0000,0.0435,720,765
LJ042-0186,38.555,0.0000,0.0000,0.0714,496,491
LJ037-0242,39.658,0.1333,0.0444,0.2000,694,627
LJ005-0004,42.195,0.0000,0.0000,0.0000,361,342
LJ028-0376,80.018,0.0000,0.0000,0.0000,715,753
LJ033-0113,44.279,0.3636,0.1000,0.1818,327,320
LJ042-0057,65.255,0.0769,0.0213,0.0000,743,736
LJ004-0188,31.610,0.0833,0.0323,0.0833,416,349
LJ014-0333,38.589,0.0000,0.0000,0.0000,825,759
LJ029-0198,47.147,0.1111,0.0286,0.0556,687,652
LJ030-0253,42.822,0.0000,0.0000,0.0000,482,441
LJ002-0054,63.608,0.0000,0.0000,0.0000,654,664
LJ007-0149,34.436,0.0000,0.0000,0.0000,172,143
LJ045-0138,30.546,0.0000,0.0000,0.0000,660,570
LJ011-0092,44.104,0.0000,0.0000,0.0000,872,843
LJ006-0078,66.519,0.1538,0.0000,0.1538,500,512
LJ009-0147,43.520,0.0000,0.0000,0.0000,654,639
LJ028-0337,88.932,0.1333,0.0513,0.0667,545,592
LJ038-0210,73.361,0.0000,0.0000,0.0476,579,628
LJ029-0157,36.651,0.2917,0.0472,0.2917,827,793
LJ039-0026,36.184,0.1613,0.0556,0.0968,850,798
LJ040-0189,86.504,0.1875,0.0337,0.1875,632,693
LJ019-0136,40.515,0.0400,0.0153,0.0000,882,828
LJ002-0074,37.505,0.0400,0.0164,0.0400,863,840
LJ050-0102,67.368,0.6000,0.1333,0.4000,441,517
LJ002-0320,40.289,0.0556,0.0227,0.0000,587,562
LJ002-0100,53.560,0.2000,0.0938,0.0000,483,471
LJ014-0115,30.779,0.0000,0.0000,0.0000,246,219
LJ019-0276,40.420,0.0000,0.0000,0.0000,414,404
LJ048-0255,40.630,0.0435,0.0156,0.0435,854,816
LJ006-0195,32.913,0.0714,0.0000,0.0714,866,799
LJ005-0257,34.269,0.0000,0.0000,0.0000,571,543
LJ044-0042,61.561,0.1429,0.0556,0.0000,178,187
LJ042-0127,56.249,0.5000,0.0806,0.4167,491,495
LJ003-0050,58.715,0.0000,0.0000,0.0000,146,211
LJ036-0145,59.748,0.2857,0.0541,0.1429,272,297
LJ006-0068,63.934,0.0000,0.0000,0.0000,805,845
LJ001-0123,50.308,0.1538,0.1400,0.0769,319,317
LJ007-0189,30.096,0.0000,0.0000,0.0000,665,578
LJ027-0142,69.854,0.0500,0.0099,0.0000,741,755
LJ049-0158,38.088,0.2500,0.0083,0.2500,835,783
