utt_id,mcd_dtw,wer,cer,gt_wer,gen_len_frames,ref_len_frames
LJ045-0082,32.657,0.0500,0.0208,0.0000,669,612
LJ009-0069,67.322,0.0625,0.0139,0.0000,519,535
LJ018-0328,40.482,0.0833,0.0476,0.0000,484,462
LJ001-0095,41.938,0.1818,0.0417,0.0000,367,361
LJ005-0037,65.106,0.1250,0.0465,0.0000,291,292
LJ031-0080,43.151,0.0833,0.0000,0.0833,799,746
LJ002-0132,63.374,0.0435,0.0270,0.0000,754,795
LJ042-0026,76.149,0.0000,0.0000,0.0000,801,845
LJ032-0209,33.836,0.0741,0.0149,0.0370,983,851
LJ028-0171,72.264,0.0556,0.0164,0.0000,488,523
LJ012-0077,66.516,0.0000,0.0000,0.0714,417,429
LJ041-0066,30.042,0.1818,0.1000,0.1818,415,354
LJ014-0322,70.746,0.0667,0.0145,0.0667,447,483
LJ015-0265,63.646,0.5000,0.3125,0.0000,112,137
LJ019-0286,67.794,0.0667,0.0143,0.0000,462,485
LJ029-0105,45.802,0.0870,0.0165,0.0435,790,762
LJ017-0100,52.961,0.0000,0.0000,0.0909,324,322
LJ040-0128,72.812,0.3846,0.0656,0.3077,449,493
LJ004-0164,38.418,0.0000,0.0000,0.0000,721,685
LJ034-0151,28.410,0.2857,0.0000,0.2857,219,203
LJ016-0002,35.821,0.0000,0.0000,0.0000,505,469
LJ003-0231,62.563,0.3571,0.1212,0.5000,472,497
LJ036-0092,62.432,0.2500,0.1304,0.4167,368,413
LJ031-0194,26.285,0.8333,0.0000,0.8333,300,259
LJ006-0040,73.581,0.0000,0.0000,0.0435,757,765
LJ042-0186,37.347,0.0000,0.0000,0.0714,501,491
LJ037-0242,44.902,0.2000,0.0556,0.2000,680,627
LJ005-0004,39.830,0.0000,0.0000,0.0000,365,342
LJ028-0376,77.957,0.0000,0.0000,0.0000,713,753
LJ033-0113,34.311,0.2727,0.0200,0.1818,328,320
LJ042-0057,53.504,0.0769,0.0213,0.0000,754,736
LJ004-0188,30.113,0.0000,0.0000,0.0833,430,349
LJ014-0333,36.270,0.0000,0.0000,0.0000,843,759
LJ029-0198,39.341,0.1111,0.0286,0.0556,703,652
LJ030-0253,41.088,0.1538,0.0143,0.0000,491,441
LJ002-0054,55.289,0.0556,0.0104,0.0000,671,664
LJ007-0149,29.650,0.0000,0.0000,0.0000,165,143
LJ045-0138,31.674,0.0000,0.0000,0.0000,640,570
LJ011-0092,44.816,0.0000,0.0000,0.0000,892,843
LJ006-0078,65.140,0.1538,0.0000,0.1538,488,512
LJ009-0147,45.291,0.0000,0.0000,0.0000,653,639
LJ028-0337,82.916,0.1333,0.0513,0.0667,546,592
LJ038-0210,70.964,0.0476,0.0112,0.0476,602,628
LJ029-0157,27.933,0.3333,0.0709,0.2917,840,793
LJ039-0026,34.781,0.0968,0.0079,0.0968,847,798
LJ040-0189,65.394,0.1875,0.0562,0.1875,665,693
LJ019-0136,35.955,0.0800,0.0229,0.0000,893,828
LJ002-0074,43.484,0.1200,0.0820,0.0400,863,840
LJ050-0102,66.966,0.6000,0.0833,0.4000,439,517
LJ002-0320,37.115,0.0556,0.0114,0.0000,590,562
LJ002-0100,49.913,0.2000,0.0781,0.0000,474,471
LJ014-0115,29.545,0.0000,0.0000,0.0000,241,219
LJ019-0276,38.290,0.0909,0.0536,0.0000,419,404
LJ048-0255,39.194,0.0435,0.0156,0.0435,861,816
LJ006-0195,32.871,0.1071,0.0077,0.0714,883,799
LJ005-0257,32.724,0.0000,0.0000,0.0000,589,543
LJ044-0042,60.020,0.0000,0.0000,0.0000,178,187
LJ042-0127,37.120,0.4167,0.0645,0.4167,494,495
LJ003-0050,65.623,0.5000,0.1429,0.0000,143,211
LJ036-0145,56.750,0.2857,0.0541,0.1429,270,297
LJ006-0068,64.222,0.0000,0.0000,0.0000,800,845
LJ001-0123,51.646,0.2308,0.1600,0.0769,326,317
LJ007-0189,30.917,0.0000,0.0000,0.0000,670,578
LJ027-0142,65.605,0.0500,0.0198,0.0000,737,755
LJ049-0158,40.814,0.2500,0.0083,0.2500,826,783
