utt_id,mcd_dtw,wer,cer,gt_wer,gen_len_frames,ref_len_frames
LJ029-0198,38.318,0.0556,0.0190,0.0556,696,652
LJ030-0253,39.587,0.0000,0.0000,0.0000,489,441
LJ002-0054,54.797,0.0000,0.0000,0.0000,672,664
LJ007-0149,30.634,0.0000,0.0000,0.0000,157,143
LJ045-0138,33.813,0.0000,0.0000,0.0000,638,570
LJ011-0092,45.077,0.0000,0.0000,0.0000,880,843
LJ006-0078,65.653,0.1538,0.0000,0.1538,480,512
LJ009-0147,47.820,0.0000,0.0000,0.0000,639,639
LJ028-0337,78.200,0.0667,0.0385,0.0667,527,592
LJ038-0210,73.710,0.0000,0.0000,0.0476,591,628
LJ029-0157,33.352,0.3333,0.0630,0.2917,822,793
LJ039-0026,36.514,0.0968,0.0079,0.0968,837,798
LJ040-0189,82.262,0.2500,0.0674,0.1875,643,693
LJ019-0136,39.961,0.0400,0.0153,0.0000,875,828
LJ002-0074,40.781,0.0400,0.0328,0.0400,849,840
LJ050-0102,71.855,0.4000,0.1667,0.4000,422,517
LJ002-0320,41.540,0.0556,0.0227,0.0000,574,562
LJ002-0100,56.417,0.0000,0.0000,0.0000,470,471
LJ014-0115,31.217,0.0000,0.0000,0.0000,240,219
LJ019-0276,47.094,0.0000,0.0000,0.0000,415,404
LJ048-0255,38.771,0.0435,0.0156,0.0435,843,816
LJ006-0195,34.534,0.0714,0.0000,0.0714,863,799
LJ005-0257,35.604,0.0000,0.0000,0.0000,571,543
LJ044-0042,58.966,0.0000,0.0000,0.0000,174,187
LJ042-0127,63.436,0.4167,0.0968,0.4167,481,495
LJ003-0050,53.384,0.2500,0.0476,0.0000,147,211
LJ036-0145,57.662,0.1429,0.0270,0.1429,267,297
LJ006-0068,59.889,0.0909,0.0455,0.0000,785,845
LJ001-0123,51.776,0.1538,0.1000,0.0769,317,317
LJ007-0189,32.686,0.0000,0.0000,0.0000,666,578
LJ027-0142,72.231,0.0500,0.0297,0.0000,723,755
LJ049-0158,43.306,0.2500,0.0083,0.2500,810,783
