utt_id,mcd_dtw,wer,cer,gt_wer,gen_len_frames,ref_len_frames
LJ050-0102,73.131,0.6000,0.1000,0.4000,435,517
LJ002-0320,43.763,0.0000,0.0000,0.0000,577,562
LJ002-0100,67.769,0.0000,0.0000,0.0000,462,471
LJ014-0115,31.487,0.0000,0.0000,0.0000,239,219
LJ019-0276,42.259,0.0909,0.0357,0.0000,412,404
LJ048-0255,43.705,0.0435,0.0156,0.0435,842,816
LJ006-0195,36.834,0.0714,0.0000,0.0714,860,799
LJ005-0257,33.225,0.0000,0.0000,0.0000,584,543
LJ044-0042,74.881,0.1429,0.1111,0.0000,166,187
LJ042-0127,72.699,0.4167,0.0323,0.4167,472,495
LJ003-0050,68.433,0.7500,0.1429,0.0000,140,211
LJ036-0145,54.401,0.2857,0.0811,0.1429,264,297
LJ006-0068,66.646,0.0455,0.0091,0.0000,787,845
LJ001-0123,54.069,0.2308,0.1600,0.0769,318,317
LJ007-0189,33.321,0.0000,0.0000,0.0000,659,578
LJ027-0142,75.669,0.0500,0.0198,0.0000,715,755
LJ049-0158,47.975,0.2000,0.0333,0.2500,809,783
