utt_id,mcd_dtw,wer,cer,gt_wer,gen_len_frames,ref_len_frames
LJ021-0142,68.563,0.1111,0.0213,0.0000,329,390
LJ041-0097,81.407,0.1667,0.1562,0.1667,248,276
LJ028-0489,71.582,0.0714,0.0159,0.0357,822,825
LJ045-0082,34.687,0.0000,0.0000,0.0000,668,612
LJ009-0069,67.349,0.0625,0.0417,0.0000,523,535
LJ018-0328,39.343,0.0000,0.0000,0.0000,482,462
LJ001-0095,50.082,0.0909,0.0208,0.0000,366,361
LJ005-0037,64.094,0.0000,0.0000,0.0000,291,292
LJ031-0080,41.019,0.1250,0.0182,0.0833,802,746
LJ002-0132,66.029,0.0870,0.0360,0.0000,755,795
LJ042-0026,75.979,0.0000,0.0000,0.0000,803,845
LJ032-0209,34.999,0.0741,0.0149,0.0370,982,851
LJ028-0171,73.240,0.1111,0.0492,0.0000,487,523
LJ012-0077,63.444,0.0000,0.0000,0.0714,415,429
LJ041-0066,30.691,0.1818,0.0833,0.1818,413,354
LJ014-0322,67.241,0.0667,0.0145,0.0667,448,483
LJ015-0265,58.853,0.5000,0.2500,0.0000,111,137
LJ019-0286,63.637,0.0667,0.0286,0.0000,460,485
LJ029-0105,43.694,0.1739,0.0496,0.0435,790,762
LJ017-0100,49.550,0.0000,0.0000,0.0909,327,322
LJ040-0128,74.464,0.2308,0.0164,0.3077,448,493
LJ004-0164,39.089,0.0476,0.0515,0.0000,724,685
LJ034-0151,29.507,0.5714,0.1290,0.2857,220,203
LJ016-0002,36.099,0.0000,0.0000,0.0000,509,469
LJ003-0231,57.254,0.3571,0.1212,0.5000,479,497
LJ036-0092,65.217,0.2500,0.1304,0.4167,368,413
LJ031-0194,25.330,0.8333,0.0000,0.8333,298,259
LJ006-0040,69.381,0.0435,0.0180,0.0435,750,765
LJ042-0186,38.633,0.0714,0.0133,0.0714,500,491
LJ037-0242,42.028,0.0667,0.0333,0.2000,689,627
LJ005-0004,38.985,0.0000,0.0000,0.0000,366,342
LJ028-0376,77.720,0.0000,0.0000,0.0000,719,753
LJ033-0113,41.496,0.1818,0.0000,0.1818,325,320
LJ042-0057,54.354,0.0000,0.0000,0.0000,758,736
LJ004-0188,30.690,0.0833,0.0323,0.0833,428,349
LJ014-0333,36.909,0.0000,0.0000,0.0000,839,759
LJ029-0198,38.075,0.1111,0.0286,0.0556,704,652
LJ030-0253,39.097,0.0000,0.0000,0.0000,491,441
LJ002-0054,60.462,0.0000,0.0000,0.0000,666,664
LJ007-0149,31.930,0.0000,0.0000,0.0000,162,143
LJ045-0138,31.377,0.0455,0.0323,0.0000,647,570
LJ011-0092,43.521,0.0690,0.0157,0.0000,889,843
LJ006-0078,69.387,0.1538,0.0000,0.1538,494,512
LJ009-0147,45.064,0.0000,0.0000,0.0000,652,639
LJ028-0337,80.229,0.2667,0.1154,0.0667,543,592
LJ038-0210,71.568,0.0000,0.0000,0.0476,606,628
LJ029-0157,32.721,0.2917,0.0630,0.2917,851,793
LJ039-0026,37.586,0.0968,0.0079,0.0968,847,798
LJ040-0189,77.440,0.2500,0.1011,0.1875,655,693
LJ019-0136,34.775,0.0400,0.0153,0.0000,894,828
LJ002-0074,36.825,0.0400,0.0328,0.0400,867,840
LJ050-0102,67.810,0.6000,0.1333,0.4000,444,517
LJ002-0320,38.999,0.0000,0.0000,0.0000,586,562
LJ002-0100,49.694,0.1333,0.0312,0.0000,474,471
LJ014-0115,31.025,0.0000,0.0000,0.0000,242,219
LJ019-0276,37.300,0.0909,0.0179,0.0000,417,404
LJ048-0255,37.770,0.0435,0.0156,0.0435,863,816
LJ006-0195,33.848,0.1071,0.0077,0.0714,876,799
LJ005-0257,31.628,0.0000,0.0000,0.0000,587,543
LJ044-0042,63.169,0.0000,0.0000,0.0000,177,187
LJ042-0127,39.977,0.4167,0.0968,0.4167,496,495
LJ003-0050,64.641,0.0000,0.0000,0.0000,144,211
LJ036-0145,56.321,0.2857,0.1351,0.1429,272,297
LJ006-0068,69.008,0.0455,0.0091,0.0000,804,845
LJ001-0123,48.340,0.0769,0.0800,0.0769,328,317
LJ007-0189,30.556,0.0476,0.0102,0.0000,671,578
LJ027-0142,66.261,0.0500,0.0198,0.0000,741,755
LJ049-0158,41.751,0.2500,0.0083,0.2500,828,783
