utt_id,mcd_dtw,wer,cer,gt_wer,gen_len_frames,ref_len_frames
LJ042-0026,77.294,0.0000,0.0000,0.0000,799,845
LJ032-0209,34.162,0.0741,0.0224,0.0370,974,851
LJ028-0171,70.376,0.0556,0.0164,0.0000,487,523
LJ012-0077,68.041,0.0714,0.0328,0.0714,416,429
LJ041-0066,30.075,0.1818,0.0833,0.1818,412,354
LJ014-0322,73.149,0.0667,0.0145,0.0667,442,483
LJ015-0265,60.233,0.0000,0.0000,0.0000,111,137
LJ019-0286,66.198,0.0667,0.0143,0.0000,459,485
LJ029-0105,49.613,0.1304,0.0331,0.0435,783,762
LJ017-0100,54.418,0.0000,0.0000,0.0909,321,322
LJ040-0128,74.078,0.3077,0.0492,0.3077,446,493
LJ004-0164,39.368,0.0000,0.0000,0.0000,714,685
LJ034-0151,29.661,0.2857,0.0000,0.2857,218,203
LJ016-0002,36.272,0.0000,0.0000,0.0000,507,469
LJ003-0231,67.069,0.3571,0.0758,0.5000,468,497
LJ036-0092,65.122,0.2500,0.1739,0.4167,363,413
LJ031-0194,25.946,0.8333,0.0270,0.8333,297,259
LJ006-0040,72.655,0.0000,0.0000,0.0435,755,765
LJ042-0186,38.405,0.0000,0.0000,0.0714,497,491
LJ037-0242,43.798,0.1333,0.0556,0.2000,674,627
LJ005-0004,38.516,0.0000,0.0000,0.0000,365,342
LJ028-0376,77.087,0.0000,0.0000,0.0000,712,753
LJ033-0113,35.849,0.3636,0.0600,0.1818,327,320
LJ042-0057,61.630,0.0000,0.0000,0.0000,753,736
LJ004-0188,30.035,0.0000,0.0000,0.0833,423,349
LJ014-0333,37.631,0.0000,0.0000,0.0000,834,759
LJ029-0198,41.266,0.0556,0.0190,0.0556,701,652
LJ030-0253,41.299,0.0000,0.0000,0.0000,491,441
LJ002-0054,52.641,0.0000,0.0000,0.0000,672,664
LJ007-0149,32.014,0.0000,0.0000,0.0000,163,143
LJ045-0138,33.014,0.0000,0.0000,0.0000,639,570
LJ011-0092,44.753,0.0000,0.0000,0.0000,888,843
LJ006-0078,66.874,0.2308,0.0441,0.1538,486,512
LJ009-0147,45.327,0.0000,0.0000,0.0000,651,639
LJ028-0337,82.612,0.2000,0.0641,0.0667,544,592
LJ038-0210,70.213,0.0000,0.0000,0.0476,601,628
LJ029-0157,28.568,0.2917,0.0630,0.2917,824,793
LJ039-0026,34.984,0.1613,0.0397,0.0968,836,798
LJ040-0189,77.290,0.3125,0.0899,0.1875,652,693
LJ019-0136,35.440,0.0400,0.0153,0.0000,888,828
LJ002-0074,45.675,0.0400,0.0328,0.0400,855,840
LJ050-0102,68.796,0.6000,0.1167,0.4000,435,517
LJ002-0320,39.931,0.1111,0.0341,0.0000,590,562
LJ002-0100,64.794,0.1333,0.0938,0.0000,467,471
LJ014-0115,29.871,0.0000,0.0000,0.0000,241,219
LJ019-0276,37.875,0.0000,0.0000,0.0000,417,404
LJ048-0255,39.335,0.0435,0.0156,0.0435,857,816
LJ006-0195,33.427,0.1071,0.0077,0.0714,873,799
LJ005-0257,31.842,0.0000,0.0000,0.0000,587,543
LJ044-0042,61.364,0.1429,0.1111,0.0000,175,187
LJ042-0127,38.770,0.4167,0.0645,0.4167,494,495
LJ003-0050,68.690,0.7500,0.2381,0.0000,143,211
LJ036-0145,57.615,0.2857,0.1081,0.1429,270,297
LJ006-0068,63.782,0.0455,0.0091,0.0000,798,845
LJ001-0123,49.625,0.1538,0.1000,0.0769,324,317
LJ007-0189,30.459,0.0000,0.0000,0.0000,667,578
LJ027-0142,68.181,0.0500,0.0198,0.0000,731,755
LJ049-0158,41.318,0.2500,0.0083,0.2500,825,783
