utt_id,mcd_dtw,wer,cer,gt_wer,gen_len_frames,ref_len_frames
LJ028-0337,82.172,0.0667,0.0513,0.0667,546,592
LJ038-0210,70.889,0.0000,0.0000,0.0476,603,628
LJ029-0157,37.881,0.2917,0.0551,0.2917,840,793
LJ039-0026,36.450,0.1613,0.0397,0.0968,842,798
LJ040-0189,72.094,0.3125,0.0674,0.1875,660,693
LJ019-0136,37.179,0.0400,0.0229,0.0000,890,828
LJ002-0074,44.081,0.0800,0.0410,0.0400,855,840
LJ050-0102,66.092,0.6000,0.0667,0.4000,440,517
LJ002-0320,37.991,0.0000,0.0000,0.0000,585,562
LJ002-0100,47.805,0.1333,0.0469,0.0000,478,471
LJ014-0115,28.328,0.0000,0.0000,0.0000,242,219
LJ019-0276,38.683,0.0000,0.0000,0.0000,421,404
LJ048-0255,37.406,0.0435,0.0156,0.0435,867,816
LJ006-0195,33.647,0.0714,0.0000,0.0714,875,799
LJ005-0257,31.346,0.0000,0.0000,0.0000,594,543
LJ044-0042,60.184,0.1429,0.1111,0.0000,177,187
LJ042-0127,38.265,0.4167,0.0323,0.4167,494,495
LJ003-0050,58.474,0.2500,0.0476,0.0000,145,211
LJ036-0145,55.221,0.4286,0.1081,0.1429,271,297
LJ006-0068,61.698,0.0000,0.0000,0.0000,799,845
LJ001-0123,49.342,0.1538,0.1000,0.0769,326,317
LJ007-0189,29.911,0.0000,0.0000,0.0000,671,578
LJ027-0142,69.889,0.1000,0.0297,0.0000,731,755
LJ049-0158,41.848,0.2500,0.0083,0.2500,826,783
