utt_id,mcd_dtw,wer,cer,gt_wer,gen_len_frames,ref_len_frames
LJ003-0150,84.189,0.0000,0.0000,0.0000,563,651
LJ028-0353,47.753,0.0909,0.0303,0.0909,774,755
LJ049-0174,50.281,0.1111,0.0104,0.1667,690,672
LJ050-0184,39.375,0.0000,0.0000,0.0000,300,283
LJ017-0065,37.742,0.1250,0.1333,0.0625,497,475
LJ009-0246,66.324,0.0000,0.0000,0.0000,356,409
LJ016-0037,64.811,0.0000,0.0000,0.0000,652,670
LJ010-0315,49.716,0.0667,0.0308,0.0000,454,492
LJ003-0136,73.073,0.0952,0.0110,0.0000,703,801
LJ041-0179,41.857,0.0800,0.0345,0.0400,798,774
LJ016-0121,54.580,0.0400,0.0297,0.0800,707,703
LJ025-0082,55.073,0.0588,0.0125,0.0000,561,532
LJ003-0126,67.331,0.0000,0.0000,0.0000,461,498
LJ028-0183,68.568,0.0625,0.0308,0.0625,508,521
LJ017-0149,71.620,0.1579,0.0256,0.2105,582,595
LJ042-0110,67.218,0.2143,0.0938,0.2143,510,568
LJ009-0027,36.979,0.0000,0.0000,0.0000,139,130
LJ032-0201,42.751,0.0000,0.0000,0.0000,487,483
LJ007-0091,29.973,0.0556,0.0274,0.0556,525,482
LJ049-0039,34.625,0.0000,0.0000,0.0000,518,500
LJ019-0138,34.717,0.0000,0.0000,0.0000,780,703
LJ002-0260,59.704,0.0000,0.0000,0.0000,408,427
LJ009-0077,32.112,0.0000,0.0000,0.0000,485,432
LJ013-0028,70.791,0.0000,0.0000,0.0000,688,747
LJ034-0166,30.690,0.1053,0.0556,0.0000,608,557
LJ005-0116,50.508,0.2000,0.0426,0.0000,344,340
LJ010-0097,37.335,0.0000,0.0000,0.0000,779,735
LJ030-0146,44.509,0.1579,0.0106,0.2105,704,678
LJ037-0014,33.502,0.0769,0.0312,0.0769,437,423
LJ005-0131,36.650,0.0000,0.0000,0.0000,849,772
LJ004-0017,89.009,0.1429,0.0877,0.0714,425,442
LJ010-0147,80.080,0.2000,0.0426,0.2000,714,798
LJ021-0142,69.949,0.0000,0.0000,0.0000,326,390
LJ041-0097,81.166,0.1667,0.1562,0.1667,250,276
LJ028-0489,45.904,0.0714,0.0238,0.0357,828,825
LJ045-0082,32.198,0.0500,0.0104,0.0000,666,612
LJ009-0069,62.552,0.0000,0.0000,0.0000,523,535
LJ018-0328,41.036,0.1667,0.0794,0.0000,487,462
LJ001-0095,47.585,0.4545,0.0833,0.0000,367,361
LJ005-0037,65.098,0.0000,0.0000,0.0000,289,292
LJ031-0080,43.440,0.1250,0.0182,0.0833,805,746
LJ002-0132,64.078,0.0435,0.0270,0.0000,754,795
LJ042-0026,77.346,0.0385,0.0085,0.0000,802,845
LJ032-0209,33.766,0.0741,0.0149,0.0370,987,851
LJ028-0171,74.225,0.1111,0.0328,0.0000,490,523
LJ012-0077,68.937,0.2143,0.0656,0.0714,414,429
LJ041-0066,29.312,0.1818,0.1000,0.1818,418,354
LJ014-0322,71.615,0.1333,0.0435,0.0667,444,483
LJ015-0265,58.863,0.2500,0.1875,0.0000,113,137
LJ019-0286,65.764,0.1333,0.0571,0.0000,462,485
LJ029-0105,46.755,0.1304,0.0331,0.0435,791,762
LJ017-0100,53.866,0.0000,0.0000,0.0909,322,322
LJ040-0128,74.030,0.2308,0.0328,0.3077,445,493
LJ004-0164,42.688,0.0476,0.0309,0.0000,721,685
LJ034-0151,29.730,0.2857,0.0000,0.2857,222,203
LJ016-0002,35.645,0.0000,0.0000,0.0000,512,469
LJ003-0231,66.616,0.2857,0.0909,0.5000,472,497
LJ036-0092,66.044,0.2500,0.2391,0.4167,364,413
LJ031-0194,26.564,0.8333,0.0000,0.8333,300,259
