utt_id,mcd_dtw,wer,cer,gt_wer,gen_len_frames,ref_len_frames
LJ031-0194,27.787,0.8333,0.0541,0.8333,295,259
LJ006-0040,70.516,0.0000,0.0000,0.0435,745,765
LJ042-0186,39.009,0.0714,0.0267,0.0714,498,491
LJ037-0242,41.608,0.0667,0.0333,0.2000,689,627
LJ005-0004,40.818,0.0714,0.0182,0.0000,364,342
LJ028-0376,77.377,0.0385,0.0089,0.0000,720,753
LJ033-0113,39.774,0.3636,0.0800,0.1818,327,320
LJ042-0057,63.299,0.1154,0.0426,0.0000,751,736
LJ004-0188,30.415,0.0000,0.0000,0.0833,423,349
LJ014-0333,38.637,0.0000,0.0000,0.0000,835,759
LJ029-0198,41.644,0.1667,0.0476,0.0556,699,652
LJ030-0253,42.016,0.0000,0.0000,0.0000,484,441
LJ002-0054,56.031,0.0000,0.0000,0.0000,672,664
LJ007-0149,33.597,0.0000,0.0000,0.0000,162,143
LJ045-0138,31.106,0.0455,0.0108,0.0000,659,570
LJ011-0092,42.836,0.0000,0.0000,0.0000,889,843
LJ006-0078,69.725,0.1538,0.0000,0.1538,496,512
LJ009-0147,48.278,0.0476,0.0319,0.0000,650,639
LJ028-0337,83.794,0.1333,0.0513,0.0667,546,592
LJ038-0210,68.079,0.0952,0.0225,0.0476,613,628
LJ029-0157,39.401,0.2917,0.0551,0.2917,844,793
LJ039-0026,37.113,0.0968,0.0079,0.0968,855,798
LJ040-0189,81.138,0.2500,0.0449,0.1875,650,693
LJ019-0136,36.717,0.0800,0.0382,0.0000,894,828
LJ002-0074,39.027,0.1200,0.0656,0.0400,858,840
LJ050-0102,68.735,0.6000,0.2333,0.4000,447,517
LJ002-0320,39.810,0.0000,0.0000,0.0000,588,562
LJ002-0100,46.042,0.0667,0.0156,0.0000,484,471
LJ014-0115,31.429,0.0000,0.0000,0.0000,243,219
LJ019-0276,35.770,0.0000,0.0000,0.0000,426,404
LJ048-0255,40.916,0.0870,0.0234,0.0435,862,816
LJ006-0195,35.618,0.0714,0.0077,0.0714,879,799
LJ005-0257,32.322,0.0000,0.0000,0.0000,588,543
LJ044-0042,69.001,0.1429,0.1111,0.0000,175,187
LJ042-0127,67.998,0.4167,0.0968,0.4167,481,495
LJ003-0050,61.270,0.5000,0.2381,0.0000,144,211
LJ036-0145,58.212,0.1429,0.0270,0.1429,275,297
LJ006-0068,70.512,0.0455,0.0091,0.0000,798,845
LJ001-0123,51.420,0.1538,0.1200,0.0769,323,317
LJ007-0189,31.448,0.0000,0.0000,0.0000,674,578
LJ027-0142,70.590,0.0000,0.0000,0.0000,733,755
LJ049-0158,45.044,0.2500,0.0083,0.2500,820,783
