utt_id,mcd_dtw,wer,cer,gt_wer,gen_len_frames,ref_len_frames
LJ048-0255,40.620,0.0435,0.0156,0.0435,862,816
LJ006-0195,34.612,0.1071,0.0077,0.0714,879,799
LJ005-0257,33.200,0.0000,0.0000,0.0000,588,543
LJ044-0042,67.218,0.1429,0.1111,0.0000,175,187
LJ042-0127,67.594,0.4167,0.0323,0.4167,481,495
LJ003-0050,60.435,0.2500,0.0476,0.0000,144,211
LJ036-0145,59.630,0.4286,0.1081,0.1429,275,297
LJ006-0068,70.045,0.0909,0.0273,0.0000,798,845
LJ001-0123,53.648,0.1538,0.0800,0.0769,323,317
LJ007-0189,31.572,0.0000,0.0000,0.0000,674,578
LJ027-0142,70.830,0.0500,0.0099,0.0000,733,755
LJ049-0158,43.990,0.3000,0.0250,0.2500,820,783
