utt_id,mcd_dtw,wer,cer,gt_wer,gen_len_frames,ref_len_frames
LJ032-0209,34.875,0.0370,0.0075,0.0370,982,851
LJ028-0171,72.364,0.1111,0.0492,0.0000,486,523
LJ012-0077,64.744,0.0000,0.0000,0.0714,414,429
LJ041-0066,31.564,0.1818,0.1000,0.1818,417,354
LJ014-0322,70.724,0.2000,0.0580,0.0667,441,483
LJ015-0265,53.817,0.0000,0.0000,0.0000,115,137
LJ019-0286,71.693,0.0667,0.0714,0.0000,468,485
LJ029-0105,46.014,0.1304,0.0496,0.0435,786,762
LJ017-0100,52.138,0.0000,0.0000,0.0909,326,322
LJ040-0128,73.316,0.3077,0.0656,0.3077,444,493
LJ004-0164,43.534,0.0000,0.0000,0.0000,729,685
LJ034-0151,30.030,0.2857,0.0000,0.2857,222,203
LJ016-0002,36.677,0.0000,0.0000,0.0000,512,469
LJ003-0231,65.346,0.2857,0.0606,0.5000,475,497
LJ036-0092,57.480,0.5000,0.2609,0.4167,373,413
LJ031-0194,27.003,0.8333,0.0000,0.8333,295,259
LJ006-0040,70.482,0.0000,0.0000,0.0435,747,765
LJ042-0186,38.045,0.0000,0.0000,0.0714,501,491
LJ037-0242,43.915,0.2000,0.0556,0.2000,675,627
LJ005-0004,37.515,0.0000,0.0000,0.0000,375,342
LJ028-0376,75.826,0.0000,0.0000,0.0000,718,753
LJ033-0113,37.615,0.3636,0.0600,0.1818,329,320
LJ042-0057,61.443,0.0000,0.0000,0.0000,749,736
LJ004-0188,31.655,0.0000,0.0000,0.0833,431,349
LJ014-0333,36.266,0.0000,0.0000,0.0000,838,759
LJ029-0198,41.943,0.0556,0.0190,0.0556,708,652
LJ030-0253,43.856,0.0000,0.0000,0.0000,490,441
LJ002-0054,53.735,0.0556,0.0104,0.0000,676,664
LJ007-0149,31.815,0.0000,0.0000,0.0000,165,143
LJ045-0138,32.626,0.0000,0.0000,0.0000,643,570
LJ011-0092,43.544,0.0345,0.0079,0.0000,886,843
LJ006-0078,67.529,0.1538,0.0000,0.1538,501,512
LJ009-0147,46.755,0.0000,0.0000,0.0000,656,639
LJ028-0337,84.764,0.0667,0.0385,0.0667,547,592
LJ038-0210,71.534,0.0000,0.0000,0.0476,599,628
LJ029-0157,32.501,0.3333,0.1181,0.2917,853,793
LJ039-0026,37.541,0.1613,0.0317,0.0968,844,798
LJ040-0189,81.465,0.2500,0.1011,0.1875,657,693
LJ019-0136,40.890,0.2000,0.0458,0.0000,884,828
LJ002-0074,45.230,0.0800,0.0492,0.0400,867,840
LJ050-0102,74.563,0.5000,0.1000,0.4000,432,517
LJ002-0320,41.037,0.0000,0.0000,0.0000,588,562
LJ002-0100,52.666,0.0667,0.0312,0.0000,480,471
LJ014-0115,30.008,0.0000,0.0000,0.0000,243,219
LJ019-0276,44.221,0.0000,0.0000,0.0000,414,404
LJ048-0255,39.074,0.0435,0.0156,0.0435,863,816
LJ006-0195,33.821,0.0714,0.0000,0.0714,875,799
LJ005-0257,29.695,0.0000,0.0000,0.0000,595,543
LJ044-0042,61.544,0.1429,0.1111,0.0000,177,187
LJ042-0127,38.578,0.3333,0.0000,0.4167,503,495
LJ003-0050,61.439,0.0000,0.0000,0.0000,147,211
LJ036-0145,58.858,0.5714,0.1622,0.1429,275,297
LJ006-0068,68.255,0.0000,0.0000,0.0000,808,845
LJ001-0123,51.747,0.1538,0.1000,0.0769,326,317
LJ007-0189,32.074,0.0476,0.0102,0.0000,676,578
LJ027-0142,70.235,0.0500,0.0099,0.0000,733,755
LJ049-0158,43.362,0.2500,0.0083,0.2500,822,783
